
Trump Administration Seems To Be Winging It On Food Stamp Replacement Boxes,The White House is not very serious about making food stamps like Blue Apron.
Trump Finally Speaks Out Against Domestic Violence In Wake Of Porter Scandal,"“I am totally opposed to domestic violence of any kind,"" he said. ""Everyone knows that, and it almost wouldn’t even have to be said."""
Americans Should Get Ready To Spend Even More Of Their Money On Health Care,"The numbers are only rising a little bit, but the U.S. already spends quite a lot."
Jeff Sessions Opposes Bipartisan Drug Sentencing Reform Bill,"The attorney general said passing the reform legislation would be a ""grave error"" and benefit a ""highly dangerous cohort of criminals."""
"Elizabeth Warren Gives Speech On 'Pocahontas' As Slur, Addresses Claims Of Native Ancestry","“We have a president who can’t make it through a ceremony honoring Native American war heroes without reducing native history... to the butt of a joke."""
Washington Insider: White House Story On Porter 'Doesn’t Add Up',"“It would be highly irregular for something like this to happen."""
It's Not As Easy As You Think To Spot A Gerrymandered Map,Our electoral districts have really weird shapes. Figuring out if they're gerrymandered takes some deeper digging.
Donald Trump Jr. Attacks Olympian Adam Rippon On Twitter,"""What would your father say about you spreading FAKE NEWS? SAD!"""
"Michelle Obama Made A Valentine's Day Playlist For Barack, And It's Perfect","She titled it ""Forever Mine."""
Trump Attorney Michael Cohen: I Paid Porn Star Stormy Daniels,He did not explain what the payment was for.
GOP Senator: Trump 'Needs To Send A Stronger Message' Against Domestic Abusers,Sen. Joni Ernst (R-Iowa) is not pleased with the White House's handling of domestic abuse allegations against former aide Rob Porter.
The White House Continues To Muddle Its Message On Rob Porter,"Trump's surrogates say he supports abuse victims, but his tweets suggest otherwise."
Kansas Official Puts Kibosh On Dog's Gubernatorial Campaign,The dog won't even get a chance to be in the hunt.
White Powder Letter To Trump Jr. Reportedly Called Him An 'Awful Person',"Trump's wife, Vanessa, went to the hospital complaining of nausea after opening the letter."
"One Year In, Betsy DeVos Has Supercharged Teacher Activism","“She was a wake-up call to everyone who was concerned about the future of public education."""
Pennsylvania Governor Rejects GOP Proposal For New Congressional Map,"Gov. Tom Wolf said the proposed map, created after the state Supreme Court invalidated the old one, was still unacceptably gerrymandered."
"Trump Used Twitter To Defend Alleged Abusers, But Not To Congratulate U.S. Medal Winners","As Team USA racks up wins, the president has been unusually silent."
New Jersey Deputy Mayor Compares Undocumented Immigrants To  'Rabid Raccoons',"Official Rick Blood said it ""was a bonehead thing to do,"" but ""not racial."""
"FBI Chief, Asked About Trump Tweets, Said He Tells Bureau To Ignore 'The Noise'","“I encourage our folks not to get too hung up on ... the noise on TV and in social media,"" said Christopher Wray."
Bill Gates Warns Tech Giants: Tone It Down -- Or Get Regulated,"“There’s no question of ability,"" says Gates. ""It’s the question of willingness.”"
Tillerson Announces Mandatory Sexual Harassment Training For All State Department Officials,The announcement from the secretary of state comes after two White House employees resigned amid to domestic abuse allegations.
"In Rob Porter Case, Trump Sends A Message: We Will Protect Powerful Alleged Abusers","""Trump has turned the clock back on the progress we’ve made in this country."""
Edward Snowden Boasts That He Got Security Clearance Faster Than 'Half Of This White House',"So, what's up with Jared Kushner?"
Ex-Wife Of Second White House Staffer Accused Of Domestic Abuse Speaks Out,"Jessica Corbett says she suffered physical abuse from ex-husband David Sorensen, a White House speechwriter, the second staffer last week to resign over domestic violence allegations."
Virginia Democrats Score A Surprising Win Against Powerful Utility Monopoly,The GOP majority was evidently unprepared.
"Despite Trump's Defense Of Aide, Most Americans Say Domestic Violence Allegations Should Be Disqualifying",Concerns about domestic violence are divided across political and gender lines.
Congressional Candidate Recounts Childhood Abuse In Powerful Campaign Ad,"""I didn't tell anyone that a man living with us would come into my bedroom when I was asleep and lift my nightgown."""
Omarosa Dishes On Mike Pence: 'He Thinks Jesus Tells Him To Say Things',"""We would be begging for the days of Trump back if Pence became president."""
Porter’s First Wife Dismisses Belief That Only Weak Women Are In Abusive Relationships,"Kellyanne Conway said she's not worried about Porter's current girlfriend, White House communications director Hope Hicks, because she's ""so strong."""
All 50 State AGs Demand An End To 'Culture Of Silence' Surrounding Sexual Harassment,It’s the first time in a decade state attorneys general have taken action together on an issue. Much of the credit goes to the Me Too movement.
Why The First Unionized Political Campaign Is A Game-Changer For The Left,It’s not just about progressives practicing what they preach.
Trump Pick For EPA’s No. 2 Accused Of Abusing Power To ‘Bully' And 'Intimidate’ Opponents,"As a Senate aide in 2005, Andrew Wheeler went after state air pollution regulators for opposing his boss's bill."
"One Week Into The Rob Porter Saga, The White House Is A Train Wreck",The Trump administration continues to derail its story on its disastrous handling of domestic abuse allegations against the former staff secretary.
FBI Chief Disputes White House Claims On When It Heard Of Rob Porter Allegations,Christopher Wray said the FBI turned in a partial report about the domestic abuse accusations nearly a year ago.
Top Democratic Consultant Resigns Amid Sexual Misconduct Allegations,A Democratic campaign committee has launched an investigation into the charges.
What You Should Know About Trump's Nihilist Budget,He just doesn't care.
Trump's Budget Would Partly Replace Food Stamp Benefits With Canned Goods,The proposal is unlikely to get off the ground.
Lobbyists Mingled With State Lawmakers At Democrats' Closed-Door Policy Retreat,The predominance of corporate interests underscores the ongoing tension between the party's centrist and progressive wings.
EPA Administrator Scott Pruitt's First Class Habit Costing Taxpayers Thousands,The agency often cites unspecified security reasons for the premium bookings.
Mike Pence Says U.S. Would Be Open To Possible Talks With North Korea: Report,"""The maximum pressure campaign is going to continue and intensify."""
South Korea To Help Reunite More Families Divided By Korean War,The arrangements are in hopes of easing military tensions and taking steps toward a rare summit between the two countries.
States Set Aside Millions Of Dollars For Crime Victims. But Some Gun Violence Survivors Don’t Get the Funds They Desperately Need.,"After talking to New Jersey’s compensation office, Edmonds received a blank application and started to fill it out. The application"
Trump Says Israeli Settlements Complicate Peace Process,He isn't so sure they're committed to seeking a solution with the Palestinians.
Monday's Morning Email: The Next Recession Will Be Brutal. Here's Why.,And sooner than you thought.
"Congress May Resurrect Earmarks. In Some States, They Never Went Away",States say earmarks unclog the wheels of government. But what about wasteful spending?
Trump's Deficit Is Fine. His Budget Is Terrible.,But nobody in Washington is really worried about the deficit fairy.
Trump Budget Eliminates DOJ 'Peacemaker' Office Founded By Civil Rights Act,The administration's proposal would fold DOJ's Community Relations Service office into the Civil Rights Division.
Trump Wants To Give Ryan Zinke The Power To Approve Pipelines In National Parks,"Obtaining congressional approval is ""time consuming,"" the administration's infrastructure plan states. So the president wants to defer to his Interior Secretary."
Trump's New Infrastructure Plan Is Kind Of Underwhelming,The “big league” president goes small on infrastructure.
Donald Trump Jr.'s Wife Hospitalized After Being Exposed To White Powder,The powder came to the Trumps' residence in the mail.
Rob Porter's Ex-Wife 'Floored' By Trump Insinuating She's A Liar,"""The truth exists whether the president accepts it or not,"" Jennie Willoughby wrote of her abuse allegations."
See Barack And Michelle Obama's Official Portraits,"They'll be on display with other presidential images at the National Portrait Gallery in Washington, D.C."
"Eyeing the Midterms, Some Republican Women Are Taking On The 'Aging, White' GOP",Republican women candidates are fighting for a voice.
What A Battle Over Virginia’s Most Powerful Monopoly Can Teach Democrats Everywhere,Progress and setbacks on the road to curbing Dominion’s influence.
The Education Department Officially Won't Deal With Transgender Students Experiencing Bathroom Discrimination,Transgender students who are not allowed to use the bathroom that corresponds with their gender identity will not be receiving any help from federal officials.
Controversial Pick For Top Census Post No Longer Under Consideration,"Thomas Brunell had no management experience, but was being considered for the top operational role at the Census Bureau."
Do You Like Paying Tolls? You're Gonna Love Trump's Infrastructure Plan,The proposal would allow more states to toll interstate highways.
Twitter Bans GOP Candidate For Racist Meghan Markle Tweet,"Paul Nehlen superimposed a picture of Cheddar Man, an ancient Briton with dark skin, over Markle's face."
Trump Vowed Not To Run $400 Billion Deficits. Instead He’ll Run A $1 Trillion One.,Does that technically count as a “promise kept”?
Kirsten Gillibrand Only Regrets Not Calling For Al Franken To Quit Sooner,"""He just wasn't entitled to my silence any longer,"" the New York senator says of her response to the sexual misconduct allegations her fellow Democrat faced."
Activist Wants To Stop Muslims From Participating In Minnesota's GOP,It's not clear whether any actually want to.
Ivanka Trump And Marco Rubio’s Paid Leave Plan Is A Disaster For Women,The Rubanka scheme would imperil women’s financial security -- and put the Social Security system on a disastrous path.
"'We Stand With Women,' RNC Spokeswoman Says","Ok, then."
Dan Rather Calls Trump's Defense Of Porter A 'Heat-Seeking Missile',"Rather wrote in a Facebook post that Trump, too, has been “credibly accused of assault."""
Trump Complains About 'Very Political And Long' Democratic Memo,"Trump said the memo must be ""heavily redacted"" before it could be released."
"White House Officials Can't Say Who Knew What, When On Porter Allegations",Chief of Staff John Kelly and counsel Don McGahn are facing criticism for not dealing with abuse allegations earlier.
Dutch Olympics Fans Troll Donald Trump With Genius Flag Message,America First? Not so much.
Conway Defends Trump Response To Abuse Allegations Against Ex-Aide,"The president, she says, believes ""you have to consider all sides."""
The RNC Asked Tweeters To Take A Donald Trump Approval Poll. They Did So With Glee.,"""You guys are hilarious. Talk to me more about how millennials need participation trophies."""
The Next Recession Is Really Gonna Suck,The extra help unemployed people got during the Great Recession has emboldened states to mistreat them.
Eric Trump Gets Mercilessly Mocked On Twitter Over New Magazine,"""I prefer Charmin but in a pinch Trump magazine would work!"""
Democrats Erupt After Trump Blocks Rebuttal Memo,"""Clearly, he has something to hide,"" Minority Leader Nancy Pelosi says."
6 Teenagers Are Running For Governor In Kansas And Lawmakers Aren't Into It,State lawmakers are pushing legislation that would require candidates to be 18 -- old enough to at least vote for themselves.
Father Of Otto Warmbier Says North Korea 'Not Really' Participating In Olympics,"""Their athletes are not exchanging ideas with other athletes in the Olympic Village or really participating."""
Another White House Staffer Resigns Over Domestic Abuse Allegations,Speechwriter David Sorensen is accused of physically and emotionally abusing his former wife.
President Who Loves Making False Accusations Suddenly Pleads 'Due Process',Where to begin?
"The RNC Is Hawking Old Donald Trump Merch For The Olympics, And Folks Aren’t Happy","""This is undoubtedly the most insipid excuse at fund raising I have ever seen."""
Trump Blocks Release Of Democrats' Rebuttal To GOP FISA Memo,The House Intelligence Committee voted to release the Democrats' memo on Monday.
ICE Grants Stay To Arizona Father Whose 5-Year-Old Son Is Battling Cancer,The agency previously planned to deport the father despite his child’s leukemia.
"Activist Ravi Ragbir Thwarts ICE's Attempt To Deport Him, For Now",He was granted a stay of deportation after filing a lawsuit.
Trump Plans To Nominate White House Aide Jim Carroll For Drug Czar,"Carroll, who currently serves as White House deputy chief of staff, must be confirmed by the Senate."
Friday's Morning Email: How Congress Ended The Government Shutdown Before It Really Began With A Massive Spending Bill,And Sen. Rand Paul's role in delaying it all.
Government Runs Out Of Money Again As Congress Fails To Reach A Deal,The White House advised agencies to prepare for a shutdown as debate pushed past the midnight deadline.
Top Democrat Wants To Be Sure Lower-Profile Industries Are Dealing With Sexual Misconduct Too,"While scandals in  entertainment and media have generated headlines, Sen. Patty Murray wants to shine a light on other workplaces."
"Congress Passes Massive Spending Deal, Ending Shutdown Before It Ever Really Started","The House and Senate both passed the measure hours after the funding deadline, but before federal workers were furloughed"
Seth Meyers Dissects Trump White House's ‘Misogyny And Hostility’ Towards Women,"""This is a White House that has repeatedly chosen the denials of men over the many corroborated stories of women."""
Montana Man Quits Government Job Rather Than Help ICE 'Hunt Down And Deport' Undocumented Immigrants,"""I’m drawing my line in the sand here."""
Rob Porter's Ex-Wife Said He Asked Her To 'Downplay' His Abuse In A Statement,Jeannie Willoughby also tells CNN's Anderson Cooper that she's concerned about the former White House staffer's current relationship.
Navy SEAL Who Killed Bin Laden Calls Trump's Parade Plan 'Third World Bulls**t',"""Stop this conversation."""
Congress Is About To Show Whether It Really Wants To Protect Dreamers,The strategy of pairing Dreamer protections to government funding didn't work. So what's next?
California Assemblywoman Takes Unpaid Leave Amid Sexual Misconduct Investigation,Assemblywoman Cristina Garcia has been accused of sexually harassing and groping two men.
John Kelly Reportedly Offers To Resign As Trump Eyes Potential Replacements,The White House chief of staff has come under fire for his handling of domestic abuse allegations against staff secretary Rob Porter.
"Report: Rachel Brand, Justice Department's No. 3, Official To Resign",Brand was next in line of succession to Deputy Attorney General Rod Rosenstein for oversight of Special Counsel Robert Mueller’s probe.
Documentary Profiles Trump As The 'P.T. Barnum' Of Boasts And Bankruptcies,"He's still ""lying and creating false scenarios,"" the director of ""Confidence Man"" says."
White House Counsel Knew About Rob Porter Accusations For A Year: Report,"Counsel Donald McGahn kept Porter on the job for his ""steadying"" influence, The Washington Post reported."
These Veterans Say Trump's Military Parade Would Be A Big Waste Of Time,"“I am not wasting a day standing and marching around in my freaking uniform so that somebody can get their rocks off,” one Navy vet said."
"For Trump, There's Nothing More Important Than A Powerful Man's Word",The president made a point of reminding everyone that his outgoing aide has denied the charges of domestic violence.
Community Rallies Around Asian Couple Facing Deportation After Decades In U.S.,“Give me time to give my children a beautiful life.”
Mike Pence Left Out In Cold At Winter Olympics VIP Reception,The vice president didn't get a seat because he was late.
Marco Rubio Defends Democratic Colleague Over Misleading Fox News Report,But then Trump weighs in.
Nashville Mayor Megan Barry Under Investigation For Affair With Former Bodyguard,"""I just want to make it right,"" Barry said."
Motorcycle Lane-Splitting: Safe Or Scary?,"At least 15 states in the past five years have considered legalizing lane-splitting for motorcyclists, but only California has enacted legislation to do so."
Nancy Pelosi Is Right About Workers Getting 'Crumbs' From The Tax Bill,"A thousand dollars is a lot to a regular person, a small amount in the grand scheme of tax reform."
"Accused Sexual Harasser Blake Farenthold Wants You To Forget He Owes You $84,000",The GOP congressman spent lots of taxpayer money to settle a harassment lawsuit. He said he’d pay us back. He hasn’t.
Racist Bullying? Religious School In Texas Argues Courts Can't Intervene.,A religious school is being sued after it punished alleged racist harassers with one-day suspensions.
Donald Trump Jr.'s Valentine's Day Gift Ideas Are 'Grounds For Divorce',"""I don't know one woman that would be happy to get this as a present."""
New Spending Agreement Repeals Obamacare's Mythical Death Panel,Reminder: It wasn't really a death panel.
"Russia Infiltrated Some U.S. Voter Registration Rolls Before 2016 Election, DHS Says",The FBI had warned that this was happening.
Thursday's Morning Email: What The Senate Spending Deal Includes -- And What It Leaves Out,And where immigration stands.
George W. Bush: It's Pretty Clear That Russia Meddled In 2016 Election,"Vladimir Putin is a ""zero-sum"" kind of guy."
"Taxpayers Don’t Want To Pay For Lawmakers’ Sexual Misdeeds, But Alternatives Pose Problems","Holding individual lawmakers, and not the government, responsible for sexual harassment might lessen the incentive for legislatures to train and police their own."
Fox News Predictably Quiet On Former White House Aide's Abuse Allegations,"White House adviser Kellyanne Conway appeared on ""Fox & Friends"" to talk about the Super Bowl."
Congress Expected To Vote On Budget To Avert Government Shutdown,Failure to agree on spending led to a partial three-day shutdown of government agencies last month.
We’re About To Find Out Whether House Democrats Mean What They Say On DACA,Democratic leaders are sending mixed messages on whether to oppose the budget deal.
Trump Administration Mulls Proposal To Limit Legal Immigration,The Department of Homeland Security has drafted proposed new rules making it harder for immigrants to get permanent residency if they have received certain public benefits.
House Democrat Urges 'Credible Oversight' Of White House Security Clearance Process,Rep. Elijah Cummings (D-Md.) said that Republicans have previously blocked efforts to obtain information.
Retired Major General Issues Blistering Takedown Of Trump Parade Plan,"“Unfortunately, we do not have a commander in chief, right now, as much as we have a wannabe banana republic strong man."""
"Omarosa's White House Departure Is 'The Fourth Time We Let Her Go,' Spokesman Says","The former White House aide previously starred on Trump's reality show ""The Apprentice."""
New Health Insurance Enrollment Report Shows Obamacare's Not Dead,Almost as many people enrolled in health insurance for this year as for 2017 -- despite Trump's sabotage campaign.
President Trump Is Less Unpopular Than He's Been In A While,He has members of his own party to thank.
Pennsylvania's Supreme Court Explains Why It Struck Down Congressional Map Favoring GOP,"“An election corrupted by extensive, sophisticated gerrymandering and partisan dilution of votes is not ‘free and equal,’"" the opinion says."
She Dropped Everything To Come Fight For Immigration Reform. She's Still Waiting.,"As Congress dithers, undocumented young people are staying in Washington to urge lawmakers to help them."
What The White House Won't Say About Rob Porter's Exit,Things are still pretty unclear.
Kansas Senate Uses Fake Science To Declare Porn A Public Health Crisis,The evidence against the state's resolution is damning. And real health crises may go unrecognized.
2020 Census Will Continue To Count Prisoners Where They Are Incarcerated,The decision could affect how future legislative districts are drawn.
"Shepard Smith Suggests Trump Play With Toy Tanks, Not Hold Military Parade","""You can get the little plastic ones and lay them out on the table and say, ‘Here you go,’” Smith suggested."
RNC Still Says It Won't Return Alleged Sexual Predator Steve Wynn's Money,"Last fall, the party vehemently pushed Democrats to return their donations from Hollywood producer Harvey Weinstein, a major Democratic donor."
Idaho Lawmakers Are Trying Again To Scrub Climate Change From Education Standards,"State legislators are “endangering us and our children,"" one climate scientist says."
Nancy Pelosi Holds The Floor More Than 8 Hours To Demand Immigration Promise,The Democrat says she won't support a budget deal until the House speaker commits to holding a vote for Dreamers.
"Congressional Leaders Reach Spending Deal, But Passage Is Still In Doubt","Let's make a deal, but also, you pass it."
"Eric Holder: Trump Is Lying About Being Pro-Law Enforcement, And His FBI Attacks Prove It","""The notion that the FBI is a bastion of liberalism ... is totally inconsistent with ... these bothersome things called the facts."""
Rex Tillerson Says Russia Is Already Trying To Meddle In 2018 Midterms,"And the U.S. is inadequately prepared to overcome this threat, warned the secretary of state."
Party Leaders Close In On Bipartisan Spending Deal But Face Bipartisan Opposition,Liberals and conservatives both hate a deal that doesn't even exist yet.
Wednesday's Morning Email: Inside Trump's Order For A Grand Military Parade,After seeing one in France.
Pence Vows Toughest Sanctions Ever On North Korea Ahead Of Winter Olympics,The rogue state will be participating in this year's games.
Senators To Investigate USA Gymnastics And U.S. Olympic Committee Over Nassar Abuse,Two senators announced bipartisan support for a select committee.
The Shutdown Ended. Utah Wants Its Money Back.,"As Congress stares down yet another deadline, state leaders once again may have to decide whether to open their own wallets to protect their local tourism industries."
West Virginia Lawmakers Consider Nixing Abortion Rights From Constitution,An appeals court recently upheld a similar amendment Tennessee passed in 2014.
"Oregon Lawmaker Groped Women At State Capitol, Report Finds",Oregon's governor and House speaker are calling on State Sen. Jeff Kruse (R) to resign.
Nancy Pelosi Sets Record For Longest Continuous Speech In House History,She persisted.
Democrats Rally Against Trump's Plan To Let Restaurants Appropriate Workers' Tips,The Labor Department's controversial proposal is facing mounting criticism.
John Kelly Calls Aide Facing Abuse Allegations A 'Man Of True Integrity',The White House chief of staff reportedly did not want Rob Porter to resign.
"Trump Supporters Consume And Share The Most Fake News, Oxford Study Finds","Fifty-five percent of all junk news traffic on Twitter can be linked to Trump supporters, researchers said."
White House Staff Secretary Rob Porter Resigns Over Abuse Allegations,He has denied the allegations brought forth by his two ex-wives.
Planned Parenthood Reveals New Details On Cecile Richards' Departure,Journalist Anna Quindlen is leading the search for Richards' replacement.
Trump Saw A Military Parade In France And Now He Wants One Of His Very Own,And it looks like he's going to get it.
Trump Campaign Releases Ad Slamming Dems For 'Utterly Disgraceful' Sitting During SOTU,"""The Democrats just sat there."""
Ben Carson Has A Weirdly Specific Vision Of How ‘The Purge’ Could Turn Real,"HUD secretary sets the scene for potential ""lawlessness and anarchy."""
Democrats Win Special Election In Missouri District That Went Big For Trump,Democrats have dominated at the ballot box during Trump's time in office.
Don't Worry About Trump The Fascist. Trump The Inept Will Save Us.,Or so his critics keep hoping.
Fox News' Latest Attack On Rod Rosenstein: He Threatened GOP Congressmen,Analyst Gregg Jarrett offers up a dubious allegation against the deputy attorney general. Could it provide Trump cover to end the Mueller probe?
Ohio Lawmakers Actually Reach A Bipartisan Deal To Try To Stop Gerrymandering,"It's not perfect, but reform advocates praised it as a good step forward."
San Francisco Could Become The First U.S. City With Safe Injection Sites For Drug Users,"The facilities could open as soon as this summer, city officials say."
Everything You Should Know About The Stock Market,"The market matters, for the wrong reasons."
Right-Wing Conspiracists Are Pretending The FBI Leaked Anthony Weiner's Contacts,"The list isn't Weiner's, and it's been online for over a year."
John Kelly: Trump Plan Would Help Dreamers 'Too Afraid' Or 'Too Lazy' To Apply For DACA,The White House chief of staff said the president's immigration framework was generous. But even some Republicans don't think it can work.
Trump's Climate-Denying Coal Lobbyist Nominee Inches Closer To EPA’s No. 2 Job,Andrew Wheeler's confirmation would be a testament to how extreme other nominees have been.
Pennsylvania Republican Wants Democrats On State Supreme Court Impeached Over Gerrymandering Decision,It's the latest in state GOP attacks on the court's integrity.
Media-Basher David Clarke Joining Reporter-Puncher Greg Gianforte At GOP Fundraiser,"""Let's have a ball and build a wall!"" says a promo for the Montana event."
Sen. Tammy Duckworth: 'Cadet Bone Spurs' Won't Tell Me When To Clap,"The wounded veteran bristles at the suggestion that not applauding him is ""treasonous."""
"Emails Show FBI Saddened, Stunned By Comey's Firing, Contradicting Trump's Claims","""He made us better when we needed it the most,"" one former FBI colleague said."
Some On Trump's Legal Team Want Him To Refuse An Interview With Mueller: Report,Some of the president's attorneys are afraid he'd make a misstep.
Tuesday's Morning Email: What You Need To Know About The Stock Market Plunge,Over inflation fears.
Donald Trump Jr. Apparently Doesn't Think His Dad's Actions Qualify As 'Real Racism',"He defended his father by referencing his photos with ""all the rappers."""
Judge Dissed By Trump As ‘Mexican’ Presiding Over Border Wall Case,U.S. District Judge Gonzalo Curiel will hear a case on Friday that could determine whether Trump can waive environmental laws for his wall.
"NY Times Seeks Carter Page Wiretap Records, Saying Trump Already Breached Secrecy","The public deserves a full picture for ""informed debate,"" the Times argues in its request."
Dictionary Takes Donald Trump To Task Over His Latest Boast,"""Irony is dead."""
Donald Trump Uses Football Player's Death As Push For Immigration Crackdown,"Edwin Jackson wouldn't have been hit by a car if the U.S. didn't take in undocumented immigrants, he implied."
That Viral Trump 'Dow Joans' Cannon Tweet Is Sadly A Fake,"""Not for one second did I think people would believe that to be genuine,"" its creator said."
Trump Administration: Let States Decide If Health Plans Have Enough Doctors,"Critics worry the change will force patients to turn to more expensive providers, travel long distances for cheaper care"
Feeling Overwhelmed By All The News This Year? You're In The Minority.,Americans who try to keep up with politics are split over how stressful that is.
Trump: 'I'd Love To See A Shutdown' If Congress Doesn't Agree To Immigration Restrictions,Lawmakers in both parties have said they hope to avoid another government shutdown like the one that occurred after talks broke down last month.
"After A Boy With Braided Hair Violated His Dress Code, His Mom Switched Schools","In a quest to make a larger point about students’ personal freedom, one Arizona mother pulled her son out of his school after"
Tweeters Troll Donald Trump Over Massive 'Trump Dump' Stock Market Plunge,Trump's boasts are coming back to haunt him.
Activists Barnstorm Red States To Get Medicaid Expansion On The Ballot,"Maine voters resoundingly approved Medicaid expansion last year. Idaho, Nebraska and Utah could be next."
House Explicitly Bans Sexual Relationships Between Lawmakers And Staffers,Representatives unanimously agreed to reform arcane sexual misconduct policies.
Trump Evangelical Adviser Says You Don't Need Flu Shots When You Have Jesus,"“Inoculate yourself with the word of God,"" says Gloria Copeland."
Judge Who Sentenced Brock Turner To Face Recall In June,Judge Aaron Persky sentenced Turner to six months in jail for sexually assaulting an unconscious woman.
The Fed Took On Wells Fargo. What About Everyone Else?,Janet Yellen's parting shot won't kill the greed.
President Trump Has Convinced His Voters He's Being Persecuted By The FBI,Last week's memo only solidified the impression.
Senator Calls For Probe Of U.S. Olympic Committee After Nassar Abuse,Sen. Kirsten Gillibrand (D-N.Y.) wants the Justice Department to investigate why the serial predator wasn't stopped sooner.
Trump Aide Boasted He Was A Kremlin Adviser 3 Years Before Dossier,A 2013 letter unearthed by Time magazine appears to undercut GOP claims of FBI bias against the president.
Donald Trump Attacks Democrats Not Clapping At State Of The Union As 'Treasonous',"At a jobs event in Ohio, Trump went full campaign mode, delivering a speech aimed directly at his base."
Monday's Morning Email: Philly Streets Run Green After Eagles' Super Bowl Win,A first for the city.
"10 Common-Sense Suggestions For Making Peace, Not War",Abandon the notion of perfect security.
Breitbart Deletes Anti-Muslim Super Bowl Tweet For Not Meeting 'Editorial Standards',The offensive tweet suggested that Muslim-Americans want to eliminate the Super Bowl.
Bernie Sanders Wants Congress To Treat Big Pharma Like Big Tobacco,The senator wants legislation and a hearing to address pharmaceutical companies' role in the opioid epidemic.
House Intelligence Committee Votes To Release Democrats' Rebuttal Of Nunes Memo,Democrats have said the memo Republicans released last week alleging FBI bias against President Donald Trump is misleading.
"Michele Bachmann: God Didn't Call Me, So I'm Not Running For Senate","The Almighty did appear on a billboard telling her not to run, though."
Trump's 'Little Adam Schiff' Insult Has People Worried He's 'Losing His Touch',"""Have we exhausted all the bully words in your head?"" one Twitter user asked."
Consumer Financial Protection Bureau Reportedly Scales Back Probe Of Equifax,Trump's new CFPB chief has not ordered subpoenas against Equifax or sought sworn testimony from executives. The CFPB has also shelved plans for on-the-ground tests of how Equifax protects data.
Trump Accuser Rachel Crooks Is Running For Office,She says the future president kissed her without consent at work in 2005.
Supreme Court Won't Let Pennsylvania GOP Delay Drawing New Congressional Map,Legal experts saw the GOP appeal to the Supreme Court as a long shot.
This Extract Is Driving A Hemp Gold Rush. But Is It Legal?,The federal government is divided on whether the hemp CBD extract is legal.
Judge Failed To Disclose Donation From GOP Defendant In Gerrymandering Suit,Pennsylvania Supreme Court Justice Sallie Updyke Mundy was one of two justices who wanted to uphold the state's congressional map.
Devin Nunes Gets A Pretty Basic Fact Wrong In Defending His Memo,Nunes suggested that Donald Trump had never met with George Papadopoulos. There's a photo of them sitting at the same table.
An Actual Nazi Is About To Be The Only GOP Candidate In A Congressional Race,The Holocaust denier has no primary opponents.
Trump's Super Bowl Party Features Scantily Clad Cheerleaders And Melania,It's the second year in a row the president has hosted a watch party for the game at his Florida golf club.
Americans Are Mistaken About Who Gets Welfare,People significantly overestimate the number of African-Americans benefiting from the largest programs.
"DHS Staffer Leaves Sensitive Documents On Airplane, Only To Be Found By CNN Employee",We are not making this up.
Congress Left Health Care For Millions Of Poor People In The Lurch,"This time the issue is funding for community clinics -- which, in theory, everybody supports."
Madeleine Albright Would  Give Devin Nunes An 'F' For Memo Stunt,Serious shade from the former secretary of state and Georgetown professor.
White House Plans To Withdraw 'Conspiracy Theorist And Anti-Science Extremist’ Pick,Kathleen Hartnett-White's views on fossil fuels and pollution proved too extreme for even some Republicans.
"Illinois GOP Rep. Under Fire For Ad Mocking Transgender Community, Feminists","Both Democrats and Republicans called Rep. Jeanne Ives' gubernatorial campaign ad ""bigoted"" and ""homophobic."""
"Republicans Split From Trump, Say Memo Doesn't Mean Russia Probe Should End","Rep. Trey Gowdy, who helped draft the memo critical of a part of the investigation, says ""there's going to be a Russia probe."""
Donald Trump Jr. Says The GOP Memo His Dad Declassified Is 'A Little Bit Of Sweet Revenge',"“There is a little bit of sweet revenge in it for me and certainly probably the family,"" he said."
Pennsylvania GOP Wants Gerrymander Order Tossed Over Democratic Justice’s Words,It's the latest step in Republicans’ war not to redraw a very partisan congressional map.
Paul Ryan: Secretary Getting $1.50 More A Week Shows Effect Of GOP Tax Cuts,Not exactly a winning sales pitch.
FBI Director Chris Wray Tells Employees: 'Talk Is Cheap',"“The work you do is what will endure,” he says after release of the GOP memo."
California Gubernatorial Candidate Was Investigated For Sexual Harassment,"State Assemblyman Travis Allen and several other lawmakers were warned, newly released records show."
An Angry James Comey On The GOP Memo: 'That's It?',"The former FBI director says classified information was ""inexcusably exposed"" in a ""dishonest"" and ""misleading"" memo."
#YoMemo So Weak Daddy Paid For Its Deferment,Rep. Devin Nunes and the GOP were flamed on Twitter over the much-anticipated reveal that wasn't such a big deal.
Years Of U.S. Government Lies Could Soon Result In A Kurdish Massacre,The anti-ISIS strategy designed by the Obama administration secured big wins under President Donald Trump. Now it's about to backfire.
Donald Trump Is Already Using The Nunes Memo To Undermine The Russia Investigation,This was the plan all along.
Carl Bernstein: These Could Be The Darkest Days Since Joe McCarthy,"""We have the unprecedented situation of one of the major political parties ... backing the president in showing and believing that he is above the law.”"
Husband Of Former Trump Household Staffer Now An EPA Official,"Steve Kopec knows ""customer service"" and ""team building,"" says his boss."
"Democrats Lack A Bold National Climate Change Plan In The Trump Era, And It Shows",The party's rebuttal this week to the president's State of the Union address ignored what should be a progressive core issue for the party.
